pandal_id,vehicle_number,vehicle_type,length,width,number_of_wheels
2602,TS09TZ8608,Mini Truck,5.8,2.2,6
2603,TS09TA8504,Mini Truck,5.8,2.2,6
2604,TS07TJ8978,Mini Truck,5.8,2.2,6
2605,TS11XX4353,Tractor,5.8,2.2,6
2606,TS10WI5318,Pickup Van,4.8,1.9,4
2607,TS07QW8650,Hydraulic Vehicle,14.5,2.8,16
2608,TS10JF7397,Lorry,8.5,2.5,10
2609,TS09OV5523,Pickup Van,4.8,1.9,4
2610,TS08DU6487,Tractor,5.8,2.2,6
2611,TS11FH6896,Trailer,12.0,2.6,14
2612,TS11UG9187,Mini Truck,4.8,1.9,4
2613,TS08TQ5590,Lorry,8.5,2.5,10
2614,TS07NZ7925,Mini Truck,4.8,1.9,4
2615,TS08MX1353,Mini Truck,4.8,1.9,4
2616,TS07OC8099,Mini Truck,5.8,2.2,6
2617,TS08WR2857,Tractor,5.8,2.2,6
2618,TS11WX4521,Lorry,12.0,2.6,14
2619,TS11EA2112,Pickup Van,4.8,1.9,4
2620,TS11EG7741,Lorry,12.0,2.6,14
2621,TS07JX2023,Trailer,12.0,2.6,14
2622,TS08HC9035,Mini Truck,4.8,1.9,4
2623,TS10QH1567,Truck,8.5,2.5,10
2624,TS11KR5307,Tractor,5.8,2.2,6
2625,TS08JC1461,Lorry,8.5,2.5,10
2626,TS07WP8006,Trailer,12.0,2.6,14
2627,TS09SU3932,Pickup Van,4.8,1.9,4
2628,TS09NS1394,Lorry,8.5,2.5,10
2629,TS09EM4675,Trailer,12.0,2.6,14
2630,TS09RE4249,Pickup Van,4.8,1.9,4
2631,TS07MD6105,Hydraulic Vehicle,14.5,2.8,16
2632,TS08BI1263,Lorry,8.5,2.5,10
2633,TS11CS5120,Lorry,12.0,2.6,14
2634,TS09GR5867,Lorry,12.0,2.6,14
2635,TS07UF1730,Truck,8.5,2.5,10
2636,TS08JT8051,Truck,8.5,2.5,10
2637,TS07UV1770,Pickup Van,4.8,1.9,4
2638,TS11XI3234,Mini Truck,4.8,1.9,4
2639,TS09PO4062,Tractor,5.8,2.2,6
2640,TS08AJ4590,Mini Truck,4.8,1.9,4
2641,TS07ET1345,Lorry,12.0,2.6,14
2642,TS10GI9289,Tractor,5.8,2.2,6
2643,TS11UR2596,Pickup Van,4.8,1.9,4
2644,TS11JN9515,Mini Truck,4.8,1.9,4
2645,TS08EP5792,Tractor,5.8,2.2,6
2646,TS09XV2522,Tractor,5.8,2.2,6
2647,TS10EC5669,Truck,8.5,2.5,10
2648,TS10OV2814,Mini Truck,4.8,1.9,4
2649,TS11YF8336,Truck,8.5,2.5,10
2650,TS08LY4778,Lorry,12.0,2.6,14
2651,TS07FM6881,Lorry,12.0,2.6,14
2652,TS09YA4470,Mini Truck,5.8,2.2,6
2653,TS10CQ9824,Lorry,8.5,2.5,10
2654,TS10XF1395,Trailer,12.0,2.6,14
2655,TS08BB8630,Mini Truck,4.8,1.9,4
2656,TS10EM9617,Mini Truck,4.8,1.9,4
2657,TS10TV5276,Lorry,12.0,2.6,14
2658,TS11MH7993,Mini Truck,5.8,2.2,6
2659,TS11HY9200,Lorry,8.5,2.5,10
2660,TS09NW2124,Lorry,8.5,2.5,10
2661,TS07PW6888,Hydraulic Vehicle,14.5,2.8,16
2662,TS07TS2939,Hydraulic Vehicle,14.5,2.8,16
2663,TS09JO3528,Hydraulic Vehicle,14.5,2.8,16
2664,TS10HW2875,Lorry,8.5,2.5,10
2665,TS09KF3310,Pickup Van,4.8,1.9,4
2666,TS11ZM6460,Truck,8.5,2.5,10
2667,TS08BX4139,Tractor,5.8,2.2,6
2668,TS11SE4654,Truck,8.5,2.5,10
2669,TS08UZ8546,Mini Truck,5.8,2.2,6
2670,TS08QA1500,Lorry,8.5,2.5,10
2671,TS11ML9952,Lorry,12.0,2.6,14
2672,TS08WK2385,Tractor,5.8,2.2,6
2673,TS07HK4347,Hydraulic Vehicle,14.5,2.8,16
2674,TS07VD6241,Pickup Van,4.8,1.9,4
2675,TS07PF5894,Truck,8.5,2.5,10
2676,TS07UE8747,Mini Truck,5.8,2.2,6
2677,TS07WT6424,Lorry,12.0,2.6,14
2678,TS08GR6316,Truck,8.5,2.5,10
2679,TS09HS9989,Lorry,12.0,2.6,14
2680,TS11JB6658,Truck,8.5,2.5,10
2681,TS10ZO8353,Pickup Van,4.8,1.9,4
2682,TS11YR9343,Pickup Van,4.8,1.9,4
2683,TS09YN2199,Tractor,5.8,2.2,6
2684,TS10GP3817,Trailer,12.0,2.6,14
2685,TS07IK6974,Trailer,12.0,2.6,14
2686,TS08YE1569,Lorry,12.0,2.6,14
2687,TS10WH3120,Tractor,5.8,2.2,6
2688,TS11NU5999,Truck,8.5,2.5,10
2689,TS11UJ7622,Trailer,12.0,2.6,14
2690,TS08IH9557,Mini Truck,4.8,1.9,4
2691,TS10KM3539,Pickup Van,4.8,1.9,4
2692,TS11GO5651,Pickup Van,4.8,1.9,4
2693,TS10YZ2736,Truck,8.5,2.5,10
2694,TS07NW2995,Truck,8.5,2.5,10
2695,TS07MF5520,Hydraulic Vehicle,14.5,2.8,16
2696,TS10QN5905,Tractor,5.8,2.2,6
2697,TS08ZP9848,Mini Truck,5.8,2.2,6
2698,TS08JB6563,Mini Truck,4.8,1.9,4
2699,TS09QU9378,Lorry,8.5,2.5,10
2700,TS09NV2548,Mini Truck,5.8,2.2,6
2701,TS09SG5632,Mini Truck,4.8,1.9,4
2702,TS10AT7273,Trailer,12.0,2.6,14
2703,TS10JR1466,Lorry,8.5,2.5,10
2704,TS09LU7415,Truck,8.5,2.5,10
2705,TS11LL8446,Mini Truck,4.8,1.9,4
2706,TS10GT2479,Pickup Van,4.8,1.9,4
2707,TS11ZC8902,Hydraulic Vehicle,14.5,2.8,16
2708,TS07NB3496,Hydraulic Vehicle,14.5,2.8,16
2709,TS10GC7767,Pickup Van,4.8,1.9,4
2710,TS09XW8678,Hydraulic Vehicle,14.5,2.8,16
2711,TS07NU7444,Mini Truck,5.8,2.2,6
2712,TS10ZL8836,Pickup Van,4.8,1.9,4
2713,TS10NQ8743,Mini Truck,4.8,1.9,4
2714,TS11TR1037,Mini Truck,5.8,2.2,6
2715,TS07SM4870,Pickup Van,4.8,1.9,4
2716,TS08JJ5671,Hydraulic Vehicle,14.5,2.8,16
2717,TS07YG3205,Mini Truck,4.8,1.9,4
2718,TS09KU9365,Mini Truck,5.8,2.2,6
2719,TS07YR8184,Hydraulic Vehicle,14.5,2.8,16
2720,TS09SF5445,Lorry,12.0,2.6,14
2721,TS07RG3752,Trailer,12.0,2.6,14
2722,TS07ZO9410,Lorry,12.0,2.6,14
2723,TS11FK8834,Lorry,8.5,2.5,10
2724,TS07UH8866,Lorry,12.0,2.6,14
2725,TS07RG4057,Mini Truck,5.8,2.2,6
2726,TS10HC4774,Truck,8.5,2.5,10
2727,TS07XP8518,Truck,8.5,2.5,10
2728,TS07WO5278,Tractor,5.8,2.2,6
2729,TS07QQ3494,Lorry,8.5,2.5,10
2730,TS10PK4869,Lorry,8.5,2.5,10
2731,TS09YJ7904,Hydraulic Vehicle,14.5,2.8,16
2732,TS07TW7172,Mini Truck,4.8,1.9,4
2733,TS09FI7702,Hydraulic Vehicle,14.5,2.8,16
2734,TS08KV6919,Mini Truck,5.8,2.2,6
2735,TS11QZ4197,Tractor,5.8,2.2,6
2736,TS09NJ6820,Trailer,12.0,2.6,14
2737,TS08FQ4093,Tractor,5.8,2.2,6
2738,TS10UU6594,Truck,8.5,2.5,10
2739,TS11BZ6918,Truck,8.5,2.5,10
2740,TS09NH4770,Mini Truck,5.8,2.2,6
2741,TS08AW6284,Lorry,12.0,2.6,14
2742,TS11IO8378,Hydraulic Vehicle,14.5,2.8,16
2743,TS08AB4649,Trailer,12.0,2.6,14
2744,TS07ES6635,Truck,8.5,2.5,10
2745,TS10WL2328,Truck,8.5,2.5,10
2746,TS08MD4709,Truck,8.5,2.5,10
2747,TS09VI6142,Mini Truck,4.8,1.9,4
2748,TS07LA8908,Pickup Van,4.8,1.9,4
2749,TS10OX9389,Truck,8.5,2.5,10
2750,TS11SL4422,Tractor,5.8,2.2,6
2751,TS11PE5700,Mini Truck,5.8,2.2,6
2752,TS08YP6438,Lorry,8.5,2.5,10
2753,TS09HP1752,Pickup Van,4.8,1.9,4
2754,TS09LI9034,Mini Truck,5.8,2.2,6
2755,TS11QB5713,Mini Truck,4.8,1.9,4
2756,TS10GX1654,Trailer,12.0,2.6,14
2757,TS11PP4132,Truck,8.5,2.5,10
2758,TS07NK1532,Trailer,12.0,2.6,14
2759,TS11JH6186,Tractor,5.8,2.2,6
2760,TS08BF1178,Lorry,12.0,2.6,14
2761,TS07JF7327,Truck,8.5,2.5,10
2762,TS08KV8808,Lorry,8.5,2.5,10
2763,TS09NL7306,Mini Truck,5.8,2.2,6
2764,TS10MZ1460,Lorry,12.0,2.6,14
2765,TS10IY3433,Mini Truck,5.8,2.2,6
2766,TS11VQ2234,Mini Truck,4.8,1.9,4
2767,TS07HQ3646,Pickup Van,4.8,1.9,4
2768,TS09SD5086,Tractor,5.8,2.2,6
2769,TS10BQ3835,Mini Truck,4.8,1.9,4
2770,TS08FI8697,Mini Truck,5.8,2.2,6
2771,TS08AC7659,Hydraulic Vehicle,14.5,2.8,16
2772,TS09EC4550,Truck,8.5,2.5,10
2773,TS09ZJ2613,Lorry,8.5,2.5,10
2774,TS11RZ7978,Truck,8.5,2.5,10
2775,TS07NK8103,Truck,8.5,2.5,10
2776,TS07CK5725,Mini Truck,4.8,1.9,4
2777,TS11MN8418,Tractor,5.8,2.2,6
2778,TS10DH6786,Lorry,8.5,2.5,10
2779,TS11DJ8625,Lorry,12.0,2.6,14
2780,TS07XS6892,Mini Truck,4.8,1.9,4
2781,TS09LZ1995,Mini Truck,4.8,1.9,4
2782,TS10GO9569,Mini Truck,5.8,2.2,6
2783,TS07KV3755,Mini Truck,4.8,1.9,4
2784,TS09YV5317,Lorry,12.0,2.6,14
2785,TS09LA3163,Lorry,12.0,2.6,14
2786,TS08GF9802,Tractor,5.8,2.2,6
2787,TS07EI6651,Mini Truck,5.8,2.2,6
2788,TS11UX3670,Mini Truck,5.8,2.2,6
2789,TS09ZN9701,Lorry,8.5,2.5,10
2790,TS07JI7378,Trailer,12.0,2.6,14
2791,TS10UR2271,Mini Truck,5.8,2.2,6
2792,TS09PB7817,Lorry,12.0,2.6,14
2793,TS08UI6959,Trailer,12.0,2.6,14
2794,TS11OK7631,Tractor,5.8,2.2,6
2795,TS08JY3323,Trailer,12.0,2.6,14
2796,TS07KQ2642,Pickup Van,4.8,1.9,4
2797,TS09CA9895,Mini Truck,4.8,1.9,4
2798,TS07VV6449,Mini Truck,4.8,1.9,4
2799,TS07NM6538,Lorry,12.0,2.6,14
2800,TS09IW2984,Pickup Van,4.8,1.9,4
2801,TS10AF3000,Mini Truck,5.8,2.2,6
2802,TS09GI7245,Pickup Van,4.8,1.9,4
2803,TS08AK5509,Mini Truck,4.8,1.9,4
2804,TS07OL2819,Hydraulic Vehicle,14.5,2.8,16
2805,TS11AK1074,Mini Truck,4.8,1.9,4
2806,TS08WQ7496,Mini Truck,5.8,2.2,6
2807,TS11QD6754,Mini Truck,4.8,1.9,4
2808,TS11SZ3543,Mini Truck,4.8,1.9,4
2809,TS11WE4770,Mini Truck,5.8,2.2,6
2810,TS09SF8779,Lorry,8.5,2.5,10
2811,TS07XH7541,Truck,8.5,2.5,10
2812,TS07PU3345,Hydraulic Vehicle,14.5,2.8,16
2813,TS07FD8821,Lorry,12.0,2.6,14
2814,TS08OY3017,Mini Truck,4.8,1.9,4
2815,TS07TZ8086,Hydraulic Vehicle,14.5,2.8,16
2816,TS08TE8190,Hydraulic Vehicle,14.5,2.8,16
2817,TS08TQ7588,Lorry,8.5,2.5,10
2818,TS10GE7130,Lorry,8.5,2.5,10
2819,TS10HQ8003,Pickup Van,4.8,1.9,4
2820,TS11QU8685,Tractor,5.8,2.2,6
2821,TS10CS5411,Mini Truck,5.8,2.2,6
2822,TS07KK6478,Mini Truck,4.8,1.9,4
2823,TS08DC8104,Lorry,12.0,2.6,14
2824,TS10ZO1198,Truck,8.5,2.5,10
2825,TS07OT1332,Pickup Van,4.8,1.9,4
2826,TS09CJ2703,Pickup Van,4.8,1.9,4
2827,TS11IK7646,Lorry,8.5,2.5,10
2828,TS07OU6061,Trailer,12.0,2.6,14
2829,TS11NA2229,Lorry,8.5,2.5,10
2830,TS07QU5385,Pickup Van,4.8,1.9,4
2831,TS09XV3160,Pickup Van,4.8,1.9,4
2832,TS07JH8501,Lorry,8.5,2.5,10
2833,TS10NW2181,Lorry,8.5,2.5,10
2834,TS07UJ5490,Tractor,5.8,2.2,6
2835,TS07KV6955,Pickup Van,4.8,1.9,4
2836,TS10AP1124,Mini Truck,4.8,1.9,4
2837,TS09FQ1962,Truck,8.5,2.5,10
2838,TS08CT2263,Hydraulic Vehicle,14.5,2.8,16
2839,TS09DM4534,Tractor,5.8,2.2,6
2840,TS08DE1640,Hydraulic Vehicle,14.5,2.8,16
2841,TS11QQ1191,Truck,8.5,2.5,10
2842,TS09TK9553,Lorry,8.5,2.5,10
2843,TS10CX6245,Lorry,12.0,2.6,14
2844,TS07HH3196,Tractor,5.8,2.2,6
2845,TS07KR2315,Lorry,8.5,2.5,10
2846,TS09GN7306,Pickup Van,4.8,1.9,4
2847,TS10DQ2303,Pickup Van,4.8,1.9,4
2848,TS11SO6876,Truck,8.5,2.5,10
2849,TS11IX1101,Mini Truck,4.8,1.9,4
2850,TS08FQ6588,Trailer,12.0,2.6,14
2851,TS07CD4999,Mini Truck,4.8,1.9,4
2852,TS11SA9999,Pickup Van,4.8,1.9,4
2853,TS07YQ3510,Trailer,12.0,2.6,14
2854,TS10VS8137,Mini Truck,5.8,2.2,6
2855,TS08SB8939,Mini Truck,5.8,2.2,6
2856,TS11YD6502,Truck,8.5,2.5,10
2857,TS08GI6645,Mini Truck,5.8,2.2,6
2858,TS10DB8919,Truck,8.5,2.5,10
2859,TS07TV5929,Lorry,12.0,2.6,14
2860,TS11EN4499,Tractor,5.8,2.2,6
2861,TS08JA8479,Tractor,5.8,2.2,6
2862,TS11NW4671,Hydraulic Vehicle,14.5,2.8,16
2863,TS07OW9522,Pickup Van,4.8,1.9,4
2864,TS09BC9344,Pickup Van,4.8,1.9,4
2865,TS11FX9820,Truck,8.5,2.5,10
2866,TS09OD6099,Mini Truck,5.8,2.2,6
2867,TS08XD6432,Mini Truck,4.8,1.9,4
2868,TS10IG3471,Trailer,12.0,2.6,14
2869,TS11WQ9487,Mini Truck,5.8,2.2,6
2870,TS10SQ1680,Truck,8.5,2.5,10
2871,TS09AQ4128,Lorry,12.0,2.6,14
2872,TS11QV5717,Mini Truck,4.8,1.9,4
2873,TS09GV9246,Lorry,12.0,2.6,14
2874,TS08UO6158,Mini Truck,5.8,2.2,6
2875,TS08UW2377,Mini Truck,4.8,1.9,4
2876,TS09BO4094,Hydraulic Vehicle,14.5,2.8,16
2877,TS09VZ8960,Lorry,12.0,2.6,14
2878,TS07CA3083,Mini Truck,5.8,2.2,6
2879,TS08DW5403,Tractor,5.8,2.2,6
2880,TS09UH6303,Truck,8.5,2.5,10
2881,TS09ZG2867,Truck,8.5,2.5,10
2882,TS07TR4087,Lorry,8.5,2.5,10
2883,TS10OC3332,Tractor,5.8,2.2,6
2884,TS08AM7968,Tractor,5.8,2.2,6
2885,TS10MZ9517,Mini Truck,5.8,2.2,6
2886,TS09PB6595,Mini Truck,5.8,2.2,6
2887,TS11UE7840,Mini Truck,4.8,1.9,4
2888,TS07KR6868,Lorry,12.0,2.6,14
2889,TS09KL5429,Lorry,12.0,2.6,14
2890,TS09EO7722,Mini Truck,4.8,1.9,4
2891,TS07XK3634,Pickup Van,4.8,1.9,4
2892,TS07VJ4167,Mini Truck,4.8,1.9,4
2893,TS11EW9264,Trailer,12.0,2.6,14
2894,TS07MG4991,Lorry,8.5,2.5,10
2895,TS08NT3820,Lorry,12.0,2.6,14
2896,TS10RN8829,Mini Truck,5.8,2.2,6
2897,TS11JM5940,Truck,8.5,2.5,10
2898,TS08PD3322,Tractor,5.8,2.2,6
2899,TS10NC5240,Truck,8.5,2.5,10
2900,TS09XO3855,Trailer,12.0,2.6,14
2901,TS11HG9509,Trailer,12.0,2.6,14
2902,TS11MW3994,Mini Truck,4.8,1.9,4
2903,TS09YI2600,Pickup Van,4.8,1.9,4
2904,TS09UP5293,Mini Truck,5.8,2.2,6
2905,TS09VI6515,Mini Truck,5.8,2.2,6
2906,TS10NH8119,Truck,8.5,2.5,10
2907,TS10RU5094,Hydraulic Vehicle,14.5,2.8,16
2908,TS08DH5290,Truck,8.5,2.5,10
2909,TS07EI7062,Tractor,5.8,2.2,6
2910,TS09HU6290,Mini Truck,4.8,1.9,4
2911,TS08VF4490,Truck,8.5,2.5,10
2912,TS10EQ6626,Tractor,5.8,2.2,6
2913,TS11LQ8398,Lorry,12.0,2.6,14
2914,TS10AH9275,Hydraulic Vehicle,14.5,2.8,16
2915,TS08RH7016,Trailer,12.0,2.6,14
2916,TS07RA8679,Pickup Van,4.8,1.9,4
2917,TS11NY6497,Pickup Van,4.8,1.9,4
2918,TS11BI8275,Mini Truck,5.8,2.2,6
2919,TS07UQ4316,Lorry,8.5,2.5,10
2920,TS07VP8414,Tractor,5.8,2.2,6
2921,TS09HK8873,Trailer,12.0,2.6,14
2922,TS09WW2659,Tractor,5.8,2.2,6
2923,TS08HW9349,Lorry,8.5,2.5,10
2924,TS07QL2155,Mini Truck,4.8,1.9,4
2925,TS07CQ2073,Mini Truck,4.8,1.9,4
2926,TS09UJ1995,Trailer,12.0,2.6,14
2927,TS10RQ2248,Tractor,5.8,2.2,6
2928,TS11DT5902,Hydraulic Vehicle,14.5,2.8,16
2929,TS11YF8097,Hydraulic Vehicle,14.5,2.8,16
2930,TS10EI5758,Pickup Van,4.8,1.9,4
2931,TS07BS7139,Lorry,12.0,2.6,14
2932,TS11LW7610,Hydraulic Vehicle,14.5,2.8,16
2933,TS11GO9492,Tractor,5.8,2.2,6
2934,TS07NU6382,Truck,8.5,2.5,10
2935,TS08PZ9295,Mini Truck,4.8,1.9,4
2936,TS08ME1855,Hydraulic Vehicle,14.5,2.8,16
2937,TS11RK4147,Truck,8.5,2.5,10
2938,TS11DX4548,Mini Truck,5.8,2.2,6
2939,TS09JZ5611,Trailer,12.0,2.6,14
2940,TS07WP2606,Truck,8.5,2.5,10
2941,TS08OG3722,Mini Truck,4.8,1.9,4
2942,TS11FB1985,Trailer,12.0,2.6,14
2943,TS09BC4363,Tractor,5.8,2.2,6
2944,TS09VJ8936,Truck,8.5,2.5,10
2945,TS07VL1648,Mini Truck,5.8,2.2,6
2946,TS09VG2227,Lorry,8.5,2.5,10
2947,TS11OI2721,Trailer,12.0,2.6,14
2948,TS10RN2542,Mini Truck,4.8,1.9,4
2949,TS08TQ4938,Mini Truck,4.8,1.9,4
2950,TS11UX3517,Truck,8.5,2.5,10
2951,TS10QD3088,Mini Truck,5.8,2.2,6
2952,TS08CE5323,Mini Truck,5.8,2.2,6
2953,TS07TU8561,Truck,8.5,2.5,10
2954,TS11OY6431,Truck,8.5,2.5,10
2955,TS07IM9815,Trailer,12.0,2.6,14
2956,TS10TT1916,Tractor,5.8,2.2,6
2957,TS11KQ2197,Mini Truck,4.8,1.9,4
2958,TS07HA8745,Pickup Van,4.8,1.9,4
2959,TS11AB9531,Trailer,12.0,2.6,14
2960,TS08TL2569,Trailer,12.0,2.6,14
2961,TS08LR7743,Tractor,5.8,2.2,6
2962,TS11HB1942,Tractor,5.8,2.2,6
2963,TS09AN9468,Tractor,5.8,2.2,6
2964,TS11AF5394,Mini Truck,5.8,2.2,6
2965,TS11FK3036,Lorry,12.0,2.6,14
2966,TS09XW1508,Mini Truck,5.8,2.2,6
2967,TS10KV8576,Mini Truck,4.8,1.9,4
2968,TS08DU6679,Tractor,5.8,2.2,6
2969,TS10NL9308,Lorry,8.5,2.5,10
2970,TS11GT2911,Trailer,12.0,2.6,14
2971,TS07QO8414,Trailer,12.0,2.6,14
2972,TS08RX7435,Pickup Van,4.8,1.9,4
2973,TS10UV7251,Mini Truck,5.8,2.2,6
2974,TS07MQ5258,Mini Truck,5.8,2.2,6
2975,TS10CF2289,Mini Truck,4.8,1.9,4
2976,TS11WB3765,Mini Truck,4.8,1.9,4
2977,TS11EP4368,Mini Truck,4.8,1.9,4
2978,TS10BI2131,Tractor,5.8,2.2,6
2979,TS07AJ3745,Pickup Van,4.8,1.9,4
2980,TS08TU8765,Pickup Van,4.8,1.9,4
2981,TS11FI7839,Tractor,5.8,2.2,6
2982,TS11CA7493,Lorry,8.5,2.5,10
2983,TS07PL3793,Tractor,5.8,2.2,6
2984,TS11PT3214,Mini Truck,4.8,1.9,4
2985,TS11XU5136,Mini Truck,5.8,2.2,6
2986,TS10JP3445,Lorry,12.0,2.6,14
2987,TS09VI2173,Mini Truck,4.8,1.9,4
2988,TS09FE9400,Truck,8.5,2.5,10
2989,TS09IY6106,Mini Truck,5.8,2.2,6
2990,TS09WO4586,Mini Truck,5.8,2.2,6
2991,TS10BL8826,Trailer,12.0,2.6,14
2992,TS11JD1901,Mini Truck,5.8,2.2,6
2993,TS08UN1644,Hydraulic Vehicle,14.5,2.8,16
2994,TS09NR2615,Mini Truck,5.8,2.2,6
2995,TS11JQ7493,Pickup Van,4.8,1.9,4
2996,TS10JV2816,Lorry,12.0,2.6,14
2997,TS10SA1848,Trailer,12.0,2.6,14
2998,TS08DA6982,Lorry,8.5,2.5,10
2999,TS08XR4388,Lorry,12.0,2.6,14
3000,TS11OV8501,Lorry,8.5,2.5,10
3001,TS10YW3926,Lorry,8.5,2.5,10
3002,TS10AZ2204,Mini Truck,4.8,1.9,4
3003,TS10GT2948,Tractor,5.8,2.2,6
3004,TS08GI3320,Lorry,12.0,2.6,14
3005,TS10DU3479,Lorry,8.5,2.5,10
3006,TS09MN9471,Lorry,8.5,2.5,10
3007,TS11OM7975,Tractor,5.8,2.2,6
3008,TS09WJ6135,Hydraulic Vehicle,14.5,2.8,16
3009,TS08YB5714,Mini Truck,4.8,1.9,4
3010,TS08BI4127,Lorry,12.0,2.6,14
3011,TS07ZN3643,Tractor,5.8,2.2,6
3012,TS07ML2398,Pickup Van,4.8,1.9,4
3013,TS07YA1102,Lorry,8.5,2.5,10
3014,TS07ME1093,Lorry,12.0,2.6,14
3015,TS10WT1231,Tractor,5.8,2.2,6
3016,TS08ZR8187,Lorry,8.5,2.5,10
3017,TS08IA2443,Mini Truck,5.8,2.2,6
3018,TS09II7135,Truck,8.5,2.5,10
3019,TS11DO1478,Mini Truck,5.8,2.2,6
3020,TS11MK1539,Mini Truck,4.8,1.9,4
3021,TS10KM2136,Lorry,8.5,2.5,10
3022,TS11VJ9177,Lorry,8.5,2.5,10
3023,TS07XU3196,Mini Truck,4.8,1.9,4
3024,TS10UY4447,Truck,8.5,2.5,10
3025,TS08TG2992,Tractor,5.8,2.2,6
3026,TS07MV1583,Truck,8.5,2.5,10
3027,TS07OJ2313,Tractor,5.8,2.2,6
3028,TS09BC2885,Truck,8.5,2.5,10
3029,TS08CQ1303,Truck,8.5,2.5,10
3030,TS10OK4834,Pickup Van,4.8,1.9,4
3031,TS07AJ5497,Mini Truck,5.8,2.2,6
3032,TS07ZP4783,Truck,8.5,2.5,10
3033,TS10MP4769,Tractor,5.8,2.2,6
3034,TS08TS9635,Pickup Van,4.8,1.9,4
3035,TS09VS4761,Pickup Van,4.8,1.9,4
3036,TS08OH7405,Pickup Van,4.8,1.9,4
3037,TS10CJ5961,Mini Truck,4.8,1.9,4
3038,TS10CI9575,Mini Truck,5.8,2.2,6
3039,TS10QJ3813,Lorry,8.5,2.5,10
3040,TS08FX5621,Hydraulic Vehicle,14.5,2.8,16
3041,TS10PX5263,Mini Truck,4.8,1.9,4
3042,TS09XO8421,Mini Truck,4.8,1.9,4
3043,TS07MX9404,Pickup Van,4.8,1.9,4
3044,TS11FK7268,Pickup Van,4.8,1.9,4
3045,TS09NA9477,Pickup Van,4.8,1.9,4
3046,TS11ZI2332,Mini Truck,4.8,1.9,4
3047,TS08YF3797,Mini Truck,4.8,1.9,4
3048,TS11WM8496,Mini Truck,4.8,1.9,4
3049,TS07BO4525,Mini Truck,4.8,1.9,4
3050,TS10PG5140,Lorry,8.5,2.5,10
3051,TS10QP5078,Mini Truck,4.8,1.9,4
3052,TS11QH4520,Truck,8.5,2.5,10
3053,TS10PK7185,Truck,8.5,2.5,10
3054,TS07IE4311,Lorry,8.5,2.5,10
3055,TS07UK7289,Tractor,5.8,2.2,6
3056,TS11SB2247,Mini Truck,4.8,1.9,4
3057,TS07KX5815,Mini Truck,5.8,2.2,6
3058,TS09QP1891,Mini Truck,4.8,1.9,4
3059,TS07UR9117,Tractor,5.8,2.2,6
3060,TS11ZD7459,Lorry,12.0,2.6,14
3061,TS11TF7880,Trailer,12.0,2.6,14
3062,TS10TE2908,Tractor,5.8,2.2,6
3063,TS07RM5859,Lorry,8.5,2.5,10
3064,TS07TC3993,Pickup Van,4.8,1.9,4
3065,TS11KM7757,Hydraulic Vehicle,14.5,2.8,16
3066,TS09ZI3478,Mini Truck,4.8,1.9,4
3067,TS09TW6248,Mini Truck,5.8,2.2,6
3068,TS08GC5963,Lorry,12.0,2.6,14
3069,TS09NE9581,Trailer,12.0,2.6,14
3070,TS10CG7260,Truck,8.5,2.5,10
3071,TS10CL6932,Trailer,12.0,2.6,14
3072,TS07TX1474,Truck,8.5,2.5,10
3073,TS07HH1012,Pickup Van,4.8,1.9,4
3074,TS08ST8108,Pickup Van,4.8,1.9,4
3075,TS08UU6615,Lorry,12.0,2.6,14
3076,TS08ST4015,Pickup Van,4.8,1.9,4
3077,TS09GW4726,Lorry,8.5,2.5,10
3078,TS07BS3423,Truck,8.5,2.5,10
3079,TS10XT4890,Pickup Van,4.8,1.9,4
3080,TS11JD3305,Tractor,5.8,2.2,6
3081,TS07NA4249,Mini Truck,5.8,2.2,6
3082,TS08EL7058,Mini Truck,4.8,1.9,4
3083,TS09GQ2890,Mini Truck,5.8,2.2,6
3084,TS10EC7022,Tractor,5.8,2.2,6
3085,TS08WN5901,Hydraulic Vehicle,14.5,2.8,16
3086,TS08WG3478,Tractor,5.8,2.2,6
3087,TS10BK6616,Tractor,5.8,2.2,6
3088,TS11KG2718,Tractor,5.8,2.2,6
3089,TS08VD1493,Mini Truck,5.8,2.2,6
3090,TS09IQ5779,Tractor,5.8,2.2,6
3091,TS08HY4946,Hydraulic Vehicle,14.5,2.8,16
3092,TS08LO2435,Mini Truck,5.8,2.2,6
3093,TS10AC3216,Mini Truck,5.8,2.2,6
3094,TS11PQ8920,Trailer,12.0,2.6,14
3095,TS08NO3007,Lorry,12.0,2.6,14
3096,TS10EM3306,Lorry,12.0,2.6,14
3097,TS11SQ9585,Tractor,5.8,2.2,6
3098,TS09EK1461,Truck,8.5,2.5,10
3099,TS07UK9206,Hydraulic Vehicle,14.5,2.8,16
3100,TS08XR2870,Mini Truck,5.8,2.2,6
3101,TS07SD5513,Lorry,8.5,2.5,10
3102,TS08OO5211,Mini Truck,4.8,1.9,4
3103,TS10EH4881,Lorry,8.5,2.5,10
3104,TS07PJ6360,Mini Truck,4.8,1.9,4
3105,TS07GB9137,Lorry,12.0,2.6,14
3106,TS07VN1475,Lorry,12.0,2.6,14
3107,TS09BF8520,Mini Truck,5.8,2.2,6
3108,TS10QD7361,Truck,8.5,2.5,10
3109,TS07JF2350,Mini Truck,4.8,1.9,4
3110,TS07MD6034,Lorry,8.5,2.5,10
3111,TS11RS7072,Lorry,8.5,2.5,10
